GEOID,STATEFP,STATE,COUNTYFP,COUNTY,POP_25OV22,N_HSDIP22,HS_DIP22,SOM_COLL22,ASSO_DEG22,BACH_DEG22,MAST_DEG22,PROF_DEG22,DOCT_DEG22
26011970300,26, Michigan,011, Arenac County,2165,241,802,547,341,151,72,0,11
26011970400,26, Michigan,011, Arenac County,2243,185,757,594,252,274,154,11,16
26011970500,26, Michigan,011, Arenac County,2815,284,1111,745,309,256,97,7,6
26011990000,26, Michigan,011, Arenac County,0,0,0,0,0,0,0,0,0
26011990100,26, Michigan,011, Arenac County,0,0,0,0,0,0,0,0,0
26033970100,26, Michigan,033, Chippewa County,2344,92,705,673,319,381,122,29,23
26033970200,26, Michigan,033, Chippewa County,2324,132,753,818,185,287,112,18,19
26033970300,26, Michigan,033, Chippewa County,2132,255,565,508,156,249,254,47,98
26033970400,26, Michigan,033, Chippewa County,1762,72,476,490,150,440,91,19,24
26033970500,26, Michigan,033, Chippewa County,2565,133,879,693,240,355,186,38,41
26033970601,26, Michigan,033, Chippewa County,1758,97,502,367,214,442,99,27,10
26033970602,26, Michigan,033, Chippewa County,1416,60,501,353,137,200,71,71,23
26033970700,26, Michigan,033, Chippewa County,856,58,359,159,98,111,54,10,7
26033970800,26, Michigan,033, Chippewa County,2657,246,865,646,215,389,242,5,49
26033970900,26, Michigan,033, Chippewa County,3059,376,1173,781,278,368,78,0,5
26033971000,26, Michigan,033, Chippewa County,1965,135,619,595,175,288,130,2,21
26033971100,26, Michigan,033, Chippewa County,1292,57,425,378,113,183,97,34,5
26033980100,26, Michigan,033, Chippewa County,0,0,0,0,0,0,0,0,0
26033980200,26, Michigan,033, Chippewa County,1205,225,711,239,30,0,0,0,0
26033980300,26, Michigan,033, Chippewa County,297,43,208,24,15,7,0,0,0
26033990000,26, Michigan,033, Chippewa County,0,0,0,0,0,0,0,0,0
26033990100,26, Michigan,033, Chippewa County,0,0,0,0,0,0,0,0,0
26057000100,26, Michigan,057, Gratiot County,2790,191,1349,635,295,240,62,10,8
26057000200,26, Michigan,057, Gratiot County,3473,169,1118,896,342,640,217,52,39
26057000300,26, Michigan,057, Gratiot County,2939,212,1228,624,247,398,213,12,5
26057000400,26, Michigan,057, Gratiot County,3323,548,1740,923,76,12,12,12,0
26057000500,26, Michigan,057, Gratiot County,3428,139,1278,659,400,620,265,9,58
26057000600,26, Michigan,057, Gratiot County,2602,155,981,779,203,260,174,17,33
26057000700,26, Michigan,057, Gratiot County,2266,159,985,549,206,276,77,4,10
26057000800,26, Michigan,057, Gratiot County,2773,216,1000,722,288,436,95,11,5
26057000900,26, Michigan,057, Gratiot County,2372,183,993,663,204,232,79,6,12
26057001000,26, Michigan,057, Gratiot County,2597,343,922,519,246,400,122,8,37
26039960100,26, Michigan,039, Crawford County,1562,124,620,411,129,133,116,26,3
26039960200,26, Michigan,039, Crawford County,2477,227,695,759,174,417,165,35,5
26039960300,26, Michigan,039, Crawford County,2777,218,916,755,463,266,132,20,7
26039960400,26, Michigan,039, Crawford County,1870,154,562,481,267,210,144,33,19
26039960500,26, Michigan,039, Crawford County,1396,185,449,313,207,166,71,3,2
26129950100,26, Michigan,129, Ogemaw County,1776,226,723,479,178,104,50,16,0
26129950200,26, Michigan,129, Ogemaw County,2437,227,817,538,365,339,110,18,23
26129950300,26, Michigan,129, Ogemaw County,1399,214,437,349,168,154,57,9,11
26129950400,26, Michigan,129, Ogemaw County,2380,198,979,618,251,212,105,9,8
26129950500,26, Michigan,129, Ogemaw County,3249,337,1134,840,362,409,95,48,24
26129950600,26, Michigan,129, Ogemaw County,1977,182,796,441,265,206,68,17,2
26129950901,26, Michigan,129, Ogemaw County,1220,248,521,208,130,49,40,24,0
26129950902,26, Michigan,129, Ogemaw County,1260,224,553,320,83,62,16,2,0
26087330000,26, Michigan,087, Lapeer County,2556,294,1242,542,217,206,46,7,2
26087330500,26, Michigan,087, Lapeer County,1860,223,840,432,141,168,44,12,0
26087331000,26, Michigan,087, Lapeer County,1371,195,600,290,124,126,32,4,0
26087331500,26, Michigan,087, Lapeer County,1979,190,735,650,186,108,66,18,26
26087332000,26, Michigan,087, Lapeer County,3971,243,1666,927,411,574,150,0,0
26087332500,26, Michigan,087, Lapeer County,2534,176,1105,597,255,283,88,9,21
26087333000,26, Michigan,087, Lapeer County,2364,138,1028,496,215,359,90,29,9
26087333500,26, Michigan,087, Lapeer County,4003,179,1543,1173,437,585,86,0,0
26087334000,26, Michigan,087, Lapeer County,1818,169,637,493,113,212,158,29,7
26087334500,26, Michigan,087, Lapeer County,1549,76,515,458,196,171,118,15,0
26087336000,26, Michigan,087, Lapeer County,3849,101,1224,864,700,595,214,117,34
26087336500,26, Michigan,087, Lapeer County,921,204,663,43,0,11,0,0,0
26087337000,26, Michigan,087, Lapeer County,2452,271,948,624,200,220,165,12,12
26087337500,26, Michigan,087, Lapeer County,3046,282,986,934,372,379,80,0,13
26087338000,26, Michigan,087, Lapeer County,3726,213,1581,643,283,464,476,45,21
26087338500,26, Michigan,087, Lapeer County,3524,538,1158,1056,241,482,49,0,0
26087339000,26, Michigan,087, Lapeer County,2247,201,910,563,235,259,73,6,0
26087339500,26, Michigan,087, Lapeer County,2492,645,788,669,177,73,96,0,44
26087340000,26, Michigan,087, Lapeer County,2877,101,927,832,392,411,196,18,0
26087340500,26, Michigan,087, Lapeer County,2043,167,639,617,242,275,78,25,0
26087341000,26, Michigan,087, Lapeer County,3589,205,1140,1110,448,442,181,40,23
26087341500,26, Michigan,087, Lapeer County,3182,140,539,869,433,790,341,47,23
26087342000,26, Michigan,087, Lapeer County,3211,73,906,800,493,517,325,51,46
26087342100,26, Michigan,087, Lapeer County,2500,82,956,549,375,355,178,5,0
26149040100,26, Michigan,149, St. Joseph County,2319,144,682,644,271,325,191,27,35
26149040200,26, Michigan,149, St. Joseph County,1322,100,719,328,52,94,29,0,0
26149040300,26, Michigan,149, St. Joseph County,2084,170,701,753,193,211,29,17,10
26149040400,26, Michigan,149, St. Joseph County,1495,159,642,317,113,138,126,0,0
26149040500,26, Michigan,149, St. Joseph County,1891,267,654,297,274,216,120,12,51
26149040600,26, Michigan,149, St. Joseph County,1927,498,638,391,233,144,23,0,0
26149040700,26, Michigan,149, St. Joseph County,1973,206,898,414,120,263,67,0,5
26149040800,26, Michigan,149, St. Joseph County,2225,264,806,576,259,206,114,0,0
26149040900,26, Michigan,149, St. Joseph County,2904,196,1031,758,295,365,198,28,33
26149041000,26, Michigan,149, St. Joseph County,2295,268,749,570,278,261,143,16,10
26149041101,26, Michigan,149, St. Joseph County,3077,498,1455,513,183,371,47,3,7
26149041102,26, Michigan,149, St. Joseph County,2365,102,526,853,215,321,276,65,7
26149041200,26, Michigan,149, St. Joseph County,1982,224,741,462,277,187,81,10,0
26149041301,26, Michigan,149, St. Joseph County,2115,342,550,480,292,285,142,16,8
26149041302,26, Michigan,149, St. Joseph County,2388,712,764,447,160,182,107,10,6
26149041400,26, Michigan,149, St. Joseph County,3379,464,1338,734,413,341,63,14,12
26149041500,26, Michigan,149, St. Joseph County,3017,337,941,695,367,285,304,88,0
26149041600,26, Michigan,149, St. Joseph County,2367,303,1014,462,267,220,82,5,14
26135970201,26, Michigan,135, Oscoda County,1278,180,468,389,72,103,62,0,4
26135970202,26, Michigan,135, Oscoda County,1151,154,410,294,113,122,53,2,3
26135970300,26, Michigan,135, Oscoda County,1084,141,334,345,76,135,47,3,3
26135970400,26, Michigan,135, Oscoda County,1317,227,569,255,129,89,43,5,0
26135970500,26, Michigan,135, Oscoda County,1330,196,540,328,91,130,39,0,6
26035000100,26, Michigan,035, Clare County,1306,161,580,281,99,95,83,7,0
26035000200,26, Michigan,035, Clare County,979,113,399,241,103,93,26,4,0
26035000300,26, Michigan,035, Clare County,1840,272,827,369,157,156,48,11,0
26035000400,26, Michigan,035, Clare County,2613,314,1167,496,254,303,58,14,7
26035000500,26, Michigan,035, Clare County,1037,135,353,216,120,148,34,31,0
26035000600,26, Michigan,035, Clare County,2860,256,837,658,526,232,291,9,51
26035000700,26, Michigan,035, Clare County,2497,219,1011,725,192,207,106,11,26
26035000800,26, Michigan,035, Clare County,2680,425,903,663,368,228,73,9,11
26035000900,26, Michigan,035, Clare County,1560,229,617,433,154,68,53,0,6
26035001000,26, Michigan,035, Clare County,2318,390,986,608,225,42,62,4,1
26035001301,26, Michigan,035, Clare County,2135,273,982,618,107,71,61,12,11
26035001302,26, Michigan,035, Clare County,946,148,531,206,54,7,0,0,0
26077000100,26, Michigan,077, Kalamazoo County,1365,168,481,408,212,84,7,5,0
26077000201,26, Michigan,077, Kalamazoo County,1682,93,440,408,113,416,130,38,44
26077000202,26, Michigan,077, Kalamazoo County,459,107,88,139,30,75,20,0,0
26077000300,26, Michigan,077, Kalamazoo County,2330,533,771,750,165,76,35,0,0
26077000500,26, Michigan,077, Kalamazoo County,1440,165,249,292,101,501,43,17,72
26077000601,26, Michigan,077, Kalamazoo County,2028,313,270,575,152,464,194,27,33
26077000900,26, Michigan,077, Kalamazoo County,504,136,93,102,92,76,5,0,0
26077001001,26, Michigan,077, Kalamazoo County,1261,150,258,372,243,206,32,0,0
26077001002,26, Michigan,077, Kalamazoo County,2135,267,802,635,97,182,152,0,0
26077001100,26, Michigan,077, Kalamazoo County,1176,94,377,147,163,253,98,15,29
26077001200,26, Michigan,077, Kalamazoo County,1880,0,100,183,147,828,440,91,91
26077001300,26, Michigan,077, Kalamazoo County,1375,97,335,485,136,257,51,7,7
26077001501,26, Michigan,077, Kalamazoo County,3290,228,683,647,343,1047,305,24,13
26077001502,26, Michigan,077, Kalamazoo County,2771,205,526,539,126,756,427,38,154
26077001503,26, Michigan,077, Kalamazoo County,3217,78,438,589,203,1223,462,68,156
26077001504,26, Michigan,077, Kalamazoo County,453,39,58,83,41,67,89,0,76
26077001508,26, Michigan,077, Kalamazoo County,2295,63,497,329,150,798,217,138,103
26077001509,26, Michigan,077, Kalamazoo County,2024,174,222,216,374,629,310,88,11
26077001510,26, Michigan,077, Kalamazoo County,566,90,201,96,12,161,6,0,0
26077001511,26, Michigan,077, Kalamazoo County,603,76,206,172,14,126,9,0,0
26077001601,26, Michigan,077, Kalamazoo County,1822,36,188,182,100,659,543,52,62
26077001603,26, Michigan,077, Kalamazoo County,1129,54,322,300,128,215,107,3,0
26077001604,26, Michigan,077, Kalamazoo County,1207,8,193,185,87,296,311,43,84
26077001701,26, Michigan,077, Kalamazoo County,2250,132,586,279,156,576,296,86,139
26077001702,26, Michigan,077, Kalamazoo County,2477,335,421,515,97,747,284,14,64
26077001801,26, Michigan,077, Kalamazoo County,2516,122,733,661,250,423,287,16,24
26077001802,26, Michigan,077, Kalamazoo County,2658,192,611,543,412,561,272,11,56
26077001803,26, Michigan,077, Kalamazoo County,1461,175,635,299,147,123,82,0,0
26077001905,26, Michigan,077, Kalamazoo County,3541,228,885,876,330,847,272,58,45
26077001906,26, Michigan,077, Kalamazoo County,3001,172,544,817,243,808,348,69,0
26077001907,26, Michigan,077, Kalamazoo County,2989,253,473,776,219,749,391,91,37
26077002002,26, Michigan,077, Kalamazoo County,2952,49,559,653,290,1002,254,87,58
26077002003,26, Michigan,077, Kalamazoo County,4432,152,408,881,207,1300,989,280,215
26077002004,26, Michigan,077, Kalamazoo County,2481,2,313,421,245,626,642,151,81
26077002005,26, Michigan,077, Kalamazoo County,2608,103,546,499,227,692,467,38,36
26077002102,26, Michigan,077, Kalamazoo County,2086,37,348,456,235,597,321,38,54
26077002103,26, Michigan,077, Kalamazoo County,1521,27,292,299,174,457,187,23,62
26077002104,26, Michigan,077, Kalamazoo County,4011,62,853,774,325,1125,721,26,125
26077002201,26, Michigan,077, Kalamazoo County,1511,173,564,374,55,275,70,0,0
26077002203,26, Michigan,077, Kalamazoo County,2539,157,737,366,257,523,408,76,15
26077002204,26, Michigan,077, Kalamazoo County,3000,116,1070,735,363,584,102,17,13
26077002601,26, Michigan,077, Kalamazoo County,3441,83,668,745,332,1051,439,67,56
26077002701,26, Michigan,077, Kalamazoo County,2347,30,560,496,136,710,322,40,53
26077002702,26, Michigan,077, Kalamazoo County,3939,62,1012,957,388,1103,220,133,64
26077002801,26, Michigan,077, Kalamazoo County,2916,95,661,631,387,700,267,175,0
26077002802,26, Michigan,077, Kalamazoo County,4293,370,1259,1075,211,883,307,82,106
26077002901,26, Michigan,077, Kalamazoo County,2918,134,954,709,390,524,180,19,8
26077002906,26, Michigan,077, Kalamazoo County,1241,91,193,342,108,234,221,31,21
26077002907,26, Michigan,077, Kalamazoo County,2365,112,558,605,105,396,304,51,234
26077002908,26, Michigan,077, Kalamazoo County,3348,26,480,523,239,1107,541,295,137
26077002909,26, Michigan,077, Kalamazoo County,2123,47,350,491,131,640,267,151,46
26077002910,26, Michigan,077, Kalamazoo County,2850,133,617,549,330,792,367,31,31
26077002911,26, Michigan,077, Kalamazoo County,2813,501,518,671,312,529,282,0,0
26077003002,26, Michigan,077, Kalamazoo County,1674,18,405,287,208,497,239,12,8
26077003005,26, Michigan,077, Kalamazoo County,3727,130,838,525,223,1180,629,131,71
26077003006,26, Michigan,077, Kalamazoo County,2343,35,430,517,120,771,349,25,96
26077003007,26, Michigan,077, Kalamazoo County,4483,74,537,532,307,1735,830,252,216
26077003008,26, Michigan,077, Kalamazoo County,1247,31,115,140,134,403,314,110,0
26077003302,26, Michigan,077, Kalamazoo County,4547,323,1049,1303,682,770,283,106,31
26077003400,26, Michigan,077, Kalamazoo County,2353,120,901,648,225,304,135,9,11
26077003500,26, Michigan,077, Kalamazoo County,3084,94,938,558,281,798,285,81,49
26077005501,26, Michigan,077, Kalamazoo County,2276,89,820,621,269,337,116,18,6
26077005502,26, Michigan,077, Kalamazoo County,4004,355,1089,1144,480,673,246,0,17
26077006102,26, Michigan,077, Kalamazoo County,2390,67,585,651,138,482,434,16,17
26077006103,26, Michigan,077, Kalamazoo County,3707,235,1011,835,536,730,290,65,5
26077006601,26, Michigan,077, Kalamazoo County,3245,116,980,693,523,626,268,29,10
26077006701,26, Michigan,077, Kalamazoo County,1954,115,712,444,186,351,109,32,5
26077006702,26, Michigan,077, Kalamazoo County,4222,143,1181,1061,402,811,490,69,65
26049000100,26, Michigan,049, Genesee County,1511,260,532,437,78,121,69,0,14
26049000200,26, Michigan,049, Genesee County,842,90,398,232,50,31,41,0,0
26049000300,26, Michigan,049, Genesee County,1243,192,542,335,95,42,36,1,0
26049000400,26, Michigan,049, Genesee County,686,93,297,166,45,71,14,0,0
26049000500,26, Michigan,049, Genesee County,978,187,330,336,60,42,0,0,23
26049000600,26, Michigan,049, Genesee County,1046,116,370,436,41,69,14,0,0
26049000700,26, Michigan,049, Genesee County,1314,339,336,470,53,70,41,0,5
26049000800,26, Michigan,049, Genesee County,616,63,304,184,44,20,1,0,0
26049000900,26, Michigan,049, Genesee County,1681,232,525,650,158,111,5,0,0
26049001000,26, Michigan,049, Genesee County,1074,228,467,201,105,37,36,0,0
26049001100,26, Michigan,049, Genesee County,963,153,369,288,66,65,22,0,0
26049001200,26, Michigan,049, Genesee County,1636,134,563,412,224,229,74,0,0
26049001300,26, Michigan,049, Genesee County,1657,261,439,525,138,144,47,103,0
26049001400,26, Michigan,049, Genesee County,785,80,397,196,12,65,23,12,0
26049001500,26, Michigan,049, Genesee County,570,78,181,199,29,38,45,0,0
26049001600,26, Michigan,049, Genesee County,2364,208,568,801,261,386,123,11,6
26049001700,26, Michigan,049, Genesee County,770,132,258,245,71,56,8,0,0
26049001800,26, Michigan,049, Genesee County,706,91,285,207,67,56,0,0,0
26049001900,26, Michigan,049, Genesee County,1248,243,567,278,110,36,14,0,0
26049002000,26, Michigan,049, Genesee County,754,105,372,180,37,23,37,0,0
26049002200,26, Michigan,049, Genesee County,948,216,420,113,49,132,18,0,0
26049002300,26, Michigan,049, Genesee County,992,269,294,357,52,12,2,6,0
26049002400,26, Michigan,049, Genesee County,1780,352,565,627,162,65,9,0,0
26049002600,26, Michigan,049, Genesee County,1404,252,605,318,96,129,4,0,0
26049002700,26, Michigan,049, Genesee County,2074,393,937,536,117,62,29,0,0
26049002800,26, Michigan,049, Genesee County,1414,255,637,355,28,111,22,0,6
26049002900,26, Michigan,049, Genesee County,1322,199,400,340,120,177,85,1,0
26049003000,26, Michigan,049, Genesee County,2428,97,614,558,139,464,407,64,85
26049003100,26, Michigan,049, Genesee County,1527,166,426,480,189,132,103,25,6
26049003200,26, Michigan,049, Genesee County,1419,325,556,273,171,55,39,0,0
26049003300,26, Michigan,049, Genesee County,1504,112,568,453,105,175,62,29,0
26049003400,26, Michigan,049, Genesee County,699,237,298,129,17,13,0,5,0
26049003500,26, Michigan,049, Genesee County,1711,349,588,442,166,78,80,0,8
26049003600,26, Michigan,049, Genesee County,3897,765,1514,653,474,258,165,56,12
26049003700,26, Michigan,049, Genesee County,1251,259,486,290,50,119,41,6,0
26049003800,26, Michigan,049, Genesee County,581,70,307,134,62,1,7,0,0
26049004000,26, Michigan,049, Genesee County,2415,188,1328,678,130,63,21,7,0
26049010110,26, Michigan,049, Genesee County,1575,132,597,306,256,208,76,0,0
26049010111,26, Michigan,049, Genesee County,1107,73,439,257,202,55,69,9,3
26049010112,26, Michigan,049, Genesee County,1771,106,694,449,224,256,42,0,0
26049010116,26, Michigan,049, Genesee County,2243,214,672,463,266,492,67,69,0
26049010117,26, Michigan,049, Genesee County,1929,254,587,543,191,246,92,6,10
26049010201,26, Michigan,049, Genesee County,1320,66,399,310,149,220,138,32,6
26049010202,26, Michigan,049, Genesee County,1286,85,513,339,155,152,26,16,0
26049010304,26, Michigan,049, Genesee County,1978,398,820,598,67,88,0,0,7
26049010305,26, Michigan,049, Genesee County,2762,501,1138,803,238,40,42,0,0
26049010501,26, Michigan,049, Genesee County,1389,136,534,549,110,52,8,0,0
26049010502,26, Michigan,049, Genesee County,2629,237,859,845,227,282,179,0,0
26049010503,26, Michigan,049, Genesee County,1466,129,582,313,181,185,64,5,7
26049010504,26, Michigan,049, Genesee County,2802,137,1230,977,105,260,87,0,6
26049010603,26, Michigan,049, Genesee County,4081,156,1121,761,844,741,384,63,11
26049010604,26, Michigan,049, Genesee County,1683,122,337,332,348,245,239,57,3
26049010610,26, Michigan,049, Genesee County,3508,189,943,1000,457,519,305,56,39
26049010700,26, Michigan,049, Genesee County,3900,110,1107,1073,470,725,313,52,50
26049010810,26, Michigan,049, Genesee County,3632,266,715,667,503,747,407,174,153
26049010811,26, Michigan,049, Genesee County,1572,241,392,448,274,145,46,26,0
26049010812,26, Michigan,049, Genesee County,1860,318,823,351,263,46,59,0,0
26049010813,26, Michigan,049, Genesee County,3537,385,1006,971,331,532,156,123,33
26049010910,26, Michigan,049, Genesee County,2131,185,740,802,127,138,112,27,0
26049010911,26, Michigan,049, Genesee County,2670,269,713,1063,329,187,92,17,0
26049010912,26, Michigan,049, Genesee County,2026,271,587,588,358,165,39,18,0
26049011010,26, Michigan,049, Genesee County,3965,249,1749,694,705,485,83,0,0
26049011102,26, Michigan,049, Genesee County,3871,168,712,701,393,1052,517,191,137
26049011103,26, Michigan,049, Genesee County,2994,89,400,484,203,1021,456,244,97
26049011104,26, Michigan,049, Genesee County,4598,109,1096,829,435,1472,384,241,32
26049011209,26, Michigan,049, Genesee County,4007,207,576,1037,317,999,696,116,59
26049011210,26, Michigan,049, Genesee County,1352,107,556,229,93,265,73,17,12
26049011211,26, Michigan,049, Genesee County,4051,233,801,992,518,980,484,43,0
26049011212,26, Michigan,049, Genesee County,3994,427,1032,1146,460,659,231,39,0
26049011213,26, Michigan,049, Genesee County,3323,206,688,832,305,864,354,46,28
26049011214,26, Michigan,049, Genesee County,4463,207,776,860,574,886,626,475,59
26049011301,26, Michigan,049, Genesee County,3094,559,1275,921,153,132,54,0,0
26049011302,26, Michigan,049, Genesee County,2010,175,1005,424,167,190,21,28,0
26049011401,26, Michigan,049, Genesee County,2105,164,835,590,231,159,126,0,0
26049011402,26, Michigan,049, Genesee County,3392,190,847,896,497,716,200,36,10
26049011502,26, Michigan,049, Genesee County,2584,258,798,919,253,259,92,0,5
26049011503,26, Michigan,049, Genesee County,3629,317,1162,943,546,542,69,20,30
26049011505,26, Michigan,049, Genesee County,2027,217,849,531,237,115,78,0,0
26049011508,26, Michigan,049, Genesee County,2071,279,732,368,192,383,117,0,0
26049011601,26, Michigan,049, Genesee County,2372,155,361,396,356,937,126,34,7
26049011611,26, Michigan,049, Genesee County,1579,234,467,484,185,137,62,10,0
26049011612,26, Michigan,049, Genesee County,2765,59,689,611,388,587,350,46,35
26049011710,26, Michigan,049, Genesee County,1666,82,381,392,276,355,180,0,0
26049011711,26, Michigan,049, Genesee County,2034,247,640,441,293,236,156,21,0
26049011712,26, Michigan,049, Genesee County,2190,227,828,569,242,191,106,17,10
26049011713,26, Michigan,049, Genesee County,2918,233,957,990,344,258,85,19,32
26049011714,26, Michigan,049, Genesee County,2690,76,795,741,378,496,179,25,0
26049011800,26, Michigan,049, Genesee County,2138,96,634,525,242,465,168,8,0
26049011901,26, Michigan,049, Genesee County,1700,90,755,365,188,189,90,23,0
26049011902,26, Michigan,049, Genesee County,2295,169,729,672,318,312,65,30,0
26049012003,26, Michigan,049, Genesee County,2053,258,527,863,260,112,33,0,0
26049012006,26, Michigan,049, Genesee County,1596,142,525,460,184,182,103,0,0
26049012007,26, Michigan,049, Genesee County,1061,208,383,187,169,85,29,0,0
26049012008,26, Michigan,049, Genesee County,2265,233,1014,578,236,137,67,0,0
26049012009,26, Michigan,049, Genesee County,1597,81,587,519,142,228,37,0,3
26049012100,26, Michigan,049, Genesee County,1727,287,625,377,135,263,40,0,0
26049012201,26, Michigan,049, Genesee County,1628,232,808,331,141,79,25,12,0
26049012202,26, Michigan,049, Genesee County,881,125,367,282,50,35,22,0,0
26049012310,26, Michigan,049, Genesee County,1854,346,752,522,134,72,28,0,0
26049012311,26, Michigan,049, Genesee County,1343,142,520,406,113,162,0,0,0
26049012401,26, Michigan,049, Genesee County,1250,98,480,277,175,133,68,19,0
26049012402,26, Michigan,049, Genesee County,2017,188,606,421,328,338,127,9,0
26049012501,26, Michigan,049, Genesee County,1678,132,662,508,190,161,16,9,0
26049012503,26, Michigan,049, Genesee County,1898,203,707,440,256,204,57,0,31
26049012504,26, Michigan,049, Genesee County,1379,99,578,331,165,114,78,0,14
26049012601,26, Michigan,049, Genesee County,2277,324,823,506,323,205,58,0,38
26049012602,26, Michigan,049, Genesee County,1172,157,465,310,123,76,41,0,0
26049012603,26, Michigan,049, Genesee County,1962,225,819,365,209,285,59,0,0
26049012702,26, Michigan,049, Genesee County,4217,211,1279,1167,634,658,229,20,19
26049012703,26, Michigan,049, Genesee County,2398,121,601,827,309,427,51,52,10
26049012704,26, Michigan,049, Genesee County,2864,215,697,776,315,469,324,62,6
26049012801,26, Michigan,049, Genesee County,3080,191,976,757,443,498,163,30,22
26049012802,26, Michigan,049, Genesee County,1707,43,633,358,278,262,110,20,3
26049012904,26, Michigan,049, Genesee County,5185,157,1307,2145,407,828,250,77,14
26049012905,26, Michigan,049, Genesee County,2562,191,839,816,290,274,137,15,0
26049012906,26, Michigan,049, Genesee County,1854,56,358,511,259,420,172,39,39
26049012907,26, Michigan,049, Genesee County,1607,54,523,375,207,266,171,11,0
26049013001,26, Michigan,049, Genesee County,1941,56,476,566,231,438,163,4,7
26049013002,26, Michigan,049, Genesee County,3251,153,1162,712,326,654,212,23,9
26049013110,26, Michigan,049, Genesee County,1586,94,438,415,147,342,131,19,0
26049013111,26, Michigan,049, Genesee County,2181,86,638,453,147,481,319,39,18
26049013112,26, Michigan,049, Genesee County,3224,126,654,519,328,938,584,23,52
26049013113,26, Michigan,049, Genesee County,2750,115,751,642,481,448,274,0,39
26049013202,26, Michigan,049, Genesee County,4534,54,1160,1509,332,852,384,243,0
26049013205,26, Michigan,049, Genesee County,1606,132,396,303,353,230,164,5,23
26049013206,26, Michigan,049, Genesee County,2327,25,463,632,318,535,300,19,35
26049013302,26, Michigan,049, Genesee County,2730,215,555,535,385,703,239,28,70
26049013303,26, Michigan,049, Genesee County,2605,104,408,506,246,1001,302,28,10
26049013401,26, Michigan,049, Genesee County,4381,42,1315,1020,357,1173,307,101,66
26049013402,26, Michigan,049, Genesee County,1314,47,283,376,161,285,141,16,5
26049013500,26, Michigan,049, Genesee County,3157,488,1205,782,140,398,128,0,16
26049013600,26, Michigan,049, Genesee County,910,168,339,196,126,62,19,0,0
26049980000,26, Michigan,049, Genesee County,0,0,0,0,0,0,0,0,0
26049980100,26, Michigan,049, Genesee County,0,0,0,0,0,0,0,0,0
26125120000,26, Michigan,125, Oakland County,2191,198,585,538,253,361,208,47,1
26125120300,26, Michigan,125, Oakland County,2073,121,275,503,257,537,283,97,0
26125121000,26, Michigan,125, Oakland County,2286,202,469,488,313,665,137,12,0
26125121400,26, Michigan,125, Oakland County,3205,81,447,855,320,954,453,75,20
26125121500,26, Michigan,125, Oakland County,2467,184,406,598,133,772,338,23,13
26125121700,26, Michigan,125, Oakland County,3427,102,491,794,408,1147,410,29,46
26125121800,26, Michigan,125, Oakland County,3393,108,560,809,470,953,443,21,29
26125122200,26, Michigan,125, Oakland County,2487,60,683,756,297,498,140,15,38
26125122400,26, Michigan,125, Oakland County,4756,86,1322,1395,617,923,380,19,14
26125122700,26, Michigan,125, Oakland County,2333,217,394,541,228,508,339,86,20
26125122900,26, Michigan,125, Oakland County,1331,83,297,443,120,266,88,24,10
26125123000,26, Michigan,125, Oakland County,2109,204,577,478,173,414,180,51,32
26125123100,26, Michigan,125, Oakland County,2417,106,582,556,314,490,324,22,23
26125124000,26, Michigan,125, Oakland County,4472,310,1285,1111,651,750,287,33,45
26125124500,26, Michigan,125, Oakland County,4492,397,1350,1312,416,560,436,21,0
26125125000,26, Michigan,125, Oakland County,2613,125,1088,439,167,517,241,34,2
26125125600,26, Michigan,125, Oakland County,2031,81,512,491,234,313,272,128,0
26125126200,26, Michigan,125, Oakland County,2044,43,608,350,107,549,307,54,26
26125126300,26, Michigan,125, Oakland County,3791,166,686,888,464,1022,495,25,45
26125126400,26, Michigan,125, Oakland County,2497,218,693,473,201,628,229,37,18
26125126500,26, Michigan,125, Oakland County,2107,50,548,523,263,481,208,21,13
26125127000,26, Michigan,125, Oakland County,3320,164,724,641,338,946,401,1,105
26125127100,26, Michigan,125, Oakland County,4069,141,791,687,232,1410,652,107,49
26125127200,26, Michigan,125, Oakland County,1209,36,160,234,109,295,202,166,7
26125127300,26, Michigan,125, Oakland County,3605,141,668,829,368,939,515,113,32
26125127400,26, Michigan,125, Oakland County,1166,59,351,304,147,200,97,8,0
26125127500,26, Michigan,125, Oakland County,4420,162,874,1002,522,1100,552,190,18
26125127600,26, Michigan,125, Oakland County,3293,158,349,619,289,998,619,210,51
26125127700,26, Michigan,125, Oakland County,4452,335,1150,1046,444,1013,351,102,11
26125128000,26, Michigan,125, Oakland County,2521,82,500,612,222,743,347,0,15
26125128100,26, Michigan,125, Oakland County,2040,6,453,357,233,517,360,77,37
26125128200,26, Michigan,125, Oakland County,2213,12,167,470,227,765,479,60,33
26125128300,26, Michigan,125, Oakland County,3281,76,715,853,299,846,466,5,21
26125128400,26, Michigan,125, Oakland County,2708,482,325,472,215,768,424,22,0
26125128500,26, Michigan,125, Oakland County,2089,25,734,429,155,569,138,29,10
26125128600,26, Michigan,125, Oakland County,2635,85,459,435,418,728,429,43,38
26125128700,26, Michigan,125, Oakland County,1288,65,224,140,65,470,277,11,36
26125128800,26, Michigan,125, Oakland County,1153,37,206,215,106,373,206,10,0
26125128900,26, Michigan,125, Oakland County,4862,114,499,656,463,1736,1167,141,86
26125129000,26, Michigan,125, Oakland County,2316,125,453,605,122,645,295,3,68
